duration_seconds,finished,recorded_date,qualtrics_response_id,age,gender,gender_text,ethnicity,ethncity_text,bfi2xsh_self_1,bfi2xsh_self_2,bfi2xsh_self_3,bfi2xsh_self_4,bfi2xsh_self_5,bfi2xsh_self_6,bfi2xsh_self_7,bfi2xsh_self_8,bfi2xsh_self_9,bfi2xsh_self_10,bfi2xsh_self_11,bfi2xsh_self_12,bfi2xsh_self_13,bfi2xsh_self_14,bfi2xsh_self_15,bfi2xsh_self_16,bfi2xsh_self_17,bfi2xsh_self_18,bfi2xsh_self_19,cand_pref,ingroup_ident,threat,mancheck_t1_o1,bfi2xsh_t1_o1_1,bfi2xsh_t1_o1_2,bfi2xsh_t1_o1_3,bfi2xsh_t1_o1_4,bfi2xsh_t1_o1_5,bfi2xsh_t1_o1_6,bfi2xsh_t1_o1_7,bfi2xsh_t1_o1_8,bfi2xsh_t1_o1_9,bfi2xsh_t1_o1_10,bfi2xsh_t1_o1_11,bfi2xsh_t1_o1_12,bfi2xsh_t1_o1_13,bfi2xsh_t1_o1_14,bfi2xsh_t1_o1_15,bfi2xsh_t1_o1_16,bfi2xsh_t1_o1_17,bfi2xsh_t1_o1_18,bfi2xsh_t1_o1_19,covid1_t1_o1,covid2_t1_o1,covid3_t1_o1,analog_t_o1,mancheck_t2_o1,bfi2xsh_t2_o1_1,bfi2xsh_t2_o1_2,bfi2xsh_t2_o1_3,bfi2xsh_t2_o1_4,bfi2xsh_t2_o1_5,bfi2xsh_t2_o1_6,bfi2xsh_t2_o1_7,bfi2xsh_t2_o1_8,bfi2xsh_t2_o1_9,bfi2xsh_t2_o1_10,bfi2xsh_t2_o1_11,bfi2xsh_t2_o1_12,bfi2xsh_t2_o1_13,bfi2xsh_t2_o1_14,bfi2xsh_t2_o1_15,bfi2xsh_t2_o1_16,bfi2xsh_t2_o1_17,bfi2xsh_t2_o1_18,bfi2xsh_t2_o1_19,political_ident_t_o1,mancheck_t1_o2,bfi2xsh_t1_o2_1,bfi2xsh_t1_o2_2,bfi2xsh_t1_o2_3,bfi2xsh_t1_o2_4,bfi2xsh_t1_o2_5,bfi2xsh_t1_o2_6,bfi2xsh_t1_o2_7,bfi2xsh_t1_o2_8,bfi2xsh_t1_o2_9,bfi2xsh_t1_o2_10,bfi2xsh_t1_o2_11,bfi2xsh_t1_o2_12,bfi2xsh_t1_o2_13,bfi2xsh_t1_o2_14,bfi2xsh_t1_o2_15,bfi2xsh_t1_o2_16,bfi2xsh_t1_o2_17,bfi2xsh_t1_o2_18,bfi2xsh_t1_o2_19,covid1_t1_o2,covid2_t1_o2,covid3_t1_o2,analog_t_o2,mancheck_t2_o2,bfi2xsh_t2_o2_1,bfi2xsh_t2_o2_2,bfi2xsh_t2_o2_3,bfi2xsh_t2_o2_4,bfi2xsh_t2_o2_5,bfi2xsh_t2_o2_6,bfi2xsh_t2_o2_7,bfi2xsh_t2_o2_8,bfi2xsh_t2_o2_9,bfi2xsh_t2_o2_10,bfi2xsh_t2_o2_11,bfi2xsh_t2_o2_12,bfi2xsh_t2_o2_13,bfi2xsh_t2_o2_14,bfi2xsh_t2_o2_15,bfi2xsh_t2_o2_16,bfi2xsh_t2_o2_17,bfi2xsh_t2_o2_18,bfi2xsh_t2_o2_19,political_ident_t_o2,mancheck_nt1_o1,bfi2xsh_nt1_o1_1,bfi2xsh_nt1_o1_2,bfi2xsh_nt1_o1_3,bfi2xsh_nt1_o1_4,bfi2xsh_nt1_o1_5,bfi2xsh_nt1_o1_6,bfi2xsh_nt1_o1_7,bfi2xsh_nt1_o1_8,bfi2xsh_nt1_o1_9,bfi2xsh_nt1_o1_10,bfi2xsh_nt1_o1_11,bfi2xsh_nt1_o1_12,bfi2xsh_nt1_o1_13,bfi2xsh_nt1_o1_14,bfi2xsh_nt1_o1_15,bfi2xsh_nt1_o1_16,bfi2xsh_nt1_o1_17,bfi2xsh_nt1_o1_18,bfi2xsh_nt1_o1_19,covid1_nt1_o1,covid2_nt1_o1,covid3_nt1_o1,analog_nt_o1,mancheck_nt2_o1,bfi2xsh_nt2_o1_1,bfi2xsh_nt2_o1_2,bfi2xsh_nt2_o1_3,bfi2xsh_nt2_o1_4,bfi2xsh_nt2_o1_5,bfi2xsh_nt2_o1_6,bfi2xsh_nt2_o1_7,bfi2xsh_nt2_o1_8,bfi2xsh_nt2_o1_9,bfi2xsh_nt2_o1_10,bfi2xsh_nt2_o1_11,bfi2xsh_nt2_o1_12,bfi2xsh_nt2_o1_13,bfi2xsh_nt2_o1_14,bfi2xsh_nt2_o1_15,bfi2xsh_nt2_o1_16,bfi2xsh_nt2_o1_17,bfi2xsh_nt2_o1_18,bfi2xsh_nt2_o1_19,political_ident_nt_o1,mancheck_nt1_o2,bfi2xsh_nt1_o2_1,bfi2xsh_nt1_o2_2,bfi2xsh_nt1_o2_3,bfi2xsh_nt1_o2_4,bfi2xsh_nt1_o2_5,bfi2xsh_nt1_o2_6,bfi2xsh_nt1_o2_7,bfi2xsh_nt1_o2_8,bfi2xsh_nt1_o2_9,bfi2xsh_nt1_o2_10,bfi2xsh_nt1_o2_11,bfi2xsh_nt1_o2_12,bfi2xsh_nt1_o2_13,bfi2xsh_nt1_o2_14,bfi2xsh_nt1_o2_15,bfi2xsh_nt1_o2_16,bfi2xsh_nt1_o2_17,bfi2xsh_nt1_o2_18,bfi2xsh_nt1_o2_19,covid1_nt1_o2,covid2_nt1_o2,covid3_nt1_o2,analog_nt_o2,mancheck_nt2_o2,bfi2xsh_nt2_o2_1,bfi2xsh_nt2_o2_2,bfi2xsh_nt2_o2_3,bfi2xsh_nt2_o2_4,bfi2xsh_nt2_o2_5,bfi2xsh_nt2_o2_6,bfi2xsh_nt2_o2_7,bfi2xsh_nt2_o2_8,bfi2xsh_nt2_o2_9,bfi2xsh_nt2_o2_10,bfi2xsh_nt2_o2_11,bfi2xsh_nt2_o2_12,bfi2xsh_nt2_o2_13,bfi2xsh_nt2_o2_14,bfi2xsh_nt2_o2_15,bfi2xsh_nt2_o2_16,bfi2xsh_nt2_o2_17,bfi2xsh_nt2_o2_18,bfi2xsh_nt2_o2_19,political_ident_nt_o2,sona_id
1767.00,1,1/13/2021 18:26,R_2CZh0Z4vyP2x0z1,24,2,,16,,3,4,1,2,4,4,1,4,1,3,4,4,5,4,3,3,2,2,4,3,#NULL!,#NULL!,1,3,3,1,2,3,3,2,3,3,2,4,3,3,3,2,3,1,2,4,1,8,6,As a swiss I have a different view on some stuff so some people don't understand that I have a different background and therefor a reason to see that this way,1,3,4,2,2,2,3,1,2,2,3,4,4,3,2,4,3,2,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51452
1400.00,1,1/13/2021 19:37,R_2tExIcJI9BShX0p,20,1,,16,,4,5,4,5,5,1,2,4,5,2,1,3,4,2,4,3,5,3,3,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,3,3,2,2,5,4,3,3,2,5,2,3,2,4,4,4,4,5,1,4,6,"One roommate thought we should all wear masks around each other in our own house after we had all been exposed to COVID-19, and I personally thought that the idea was a little extreme because we live together and if one of us had it, we would all likely have it by now and need to quarantine together anyway. She cried and said I was being selfish to hold that belief, but I personally feel I take COVID very seriously and even worked in healthcare myself!",1,2,2,2,4,2,5,5,3,3,2,4,2,2,2,3,2,4,4,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,48096
1253.00,0,1/14/2021 16:04,R_3CC4WciLnK9NqKU,21,1,,16,,2,1,1,2,5,5,3,1,2,1,5,1,3,5,5,1,4,4,2,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,3,1,4,3,3,3,2,3,3,2,4,4,4,4,4,4,1,5,3,1,5,"One time I went out to dinner with my mother for my birthday, and we began to have a discussion about whether or not ghosts exist. As a skeptic, I naturally said that there are many different phenomena that could explain the events she brought up, and even more fascinating than the possibility of ghosts is the realities of our world that we still have yet to understand, realities that may at times appear paranormal. She combatted my argument with the notion that there could be no explanation for her experiences in life, such as a TV falling over randomly in the middle of the night. I began to feel misunderstood in the conversation when she tied her argument back to religion; seeing as she is catholic and I am somewhere on the athiest/agnostic spectrum, I felt as if we had just come to a stand-still, as neither of us were able to take one another's views into consideration at that point. My arguments relied on measurable data, hers relied on lived experience and faith.",1,2,3,1,4,2,5,4,1,3,4,5,2,4,2,4,4,5,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,47828
1233.00,1,1/14/2021 19:19,R_rjVLtYMc7CZkk3T,20,2,,16,,4,5,4,5,2,4,4,5,4,2,3,4,4,2,4,2,3,2,2,3,4,1,1,2,2,2,2,1,3,4,2,3,4,4,3,4,3,2,3,4,5,2,1,5,6,"I think Hitler was an incredible leader. I think his actions were wrong on many levels, but to say he wasn't a tremendous leader and speaker in my opinion is false. People often misunderstand this and think I'm a Hitler supporter. No, I heavily condemn what he did and what he stood for, but I think he was one of the greatest leaders the world has ever seen.",1,2,4,2,4,5,4,3,2,4,2,4,4,4,4,4,3,2,2,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51457
1090.00,1,1/14/2021 21:19,R_2at3GenbEwNIQFM,19,2,,8,,2,5,2,5,1,4,4,1,1,1,2,4,4,4,5,2,3,1,4,3,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,2,5,4,1,2,2,2,4,5,5,5,5,1,5,1,3,5,1,8,6,"I was watching a video discussing race in America. In the comment section, I saw someone being deliberately racist so I called them out. The original commentor and some other people started attacking me calling me a ""lefty"".",1,1,2,1,5,1,5,5,2,2,3,5,1,2,3,5,5,1,5,5,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51246
1742.00,1,1/15/2021 1:47,R_BEqNKxFC8NmlTFf,20,1,,16,,3,5,4,2,5,3,2,4,1,2,5,5,5,3,2,4,2,3,4,3,4,2,1,1,4,5,4,2,4,3,3,3,2,3,2,4,5,4,3,3,2,4,1,7,6,"I can't think of a specific answer, but the first thing that pops into my head is my sister. We typically have similar opinions but she likes to argue and challenge me which is super stimulating. Sometimes she doesn't see what I mean or how I came to view something.",1,4,5,1,2,5,4,1,2,3,1,4,5,5,4,4,5,1,2,5,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,49820
1628.00,1,1/15/2021 8:22,R_3PZ76zqGePWkJhA,18,1,,16,,4,5,4,5,4,4,2,3,4,2,4,4,5,4,4,4,3,2,3,3,3,5,1,3,2,3,4,2,3,4,2,3,4,2,2,3,2,2,3,2,3,4,1,4,1,"I grew up in a very conservative town, where most of the older people were staunch republicans and did not believe problems like institutional racism or white privilege existed. It was very frustrating because it did not matter the facts, they just shot it down.",1,2,2,3,3,2,3,4,3,2,4,3,2,3,2,3,2,2,3,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50994
1977.00,1,1/15/2021 14:06,R_3LX34Ro4h5iLSAB,19,2,,16,,3,2,2,2,3,4,1,3,2,3,3,3,4,5,4,2,3,2,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,3,2,3,2,4,4,2,2,3,4,2,3,2,3,3,3,3,2,1,4,4,I can't think of a specific instance of this occurring.,1,2,2,3,4,3,3,3,3,3,3,4,2,3,2,3,3,4,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51476
1161.00,1,1/15/2021 14:55,R_26h7f9TxbZRrP7t,19,1,,16,,5,4,1,5,4,2,4,2,5,3,3,3,5,1,3,3,3,3,5,3,1,5,1,2,1,4,2,2,3,4,2,2,5,4,1,1,2,1,2,5,4,2,3,5,6,"I support abortion rights, and I live in a rather conservative town, therefore I tend to feel as though people don't understand why I, as a woman, support abortion.",1,2,4,4,3,2,4,4,3,2,3,3,3,3,2,4,4,3,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50484
1661.00,1,1/15/2021 17:22,R_umqPwMiLK1Cj2QF,20,1,,16,,1,5,2,2,4,3,2,2,1,3,5,4,4,4,3,3,2,2,3,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,4,4,2,3,4,3,2,1,3,4,3,4,4,4,3,2,2,4,1,5,6,I did not feel understood by another person during the 2020 presidential election.,1,2,4,2,2,3,4,2,2,1,3,4,4,4,4,4,3,2,2,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51306
